1642618482401,16
1642618483402,14
1642618484404,13
1642618485405,17
1642618486406,13
1642618487408,14
1642618488410,13
1642618489412,17
1642618490415,9
1642618491417,13
1642618492436,16
1642618493447,14
1642618494447,16
1642618495450,10
1642618496450,4
1642618497458,18
1642618498461,17
1642618499470,14
1642618500480,4
1642618501489,9
1642618502499,9
1642618503500,8
1642618504501,12
1642618505502,13
1642618506503,8
1642618507505,9
1642618508509,12
1642618509518,6
1642618510528,14
1642618511537,17
1642618512547,16
1642618513548,12
1642618514550,14
1642618515560,18
1642618516562,4
1642618517564,11
1642618518568,13
1642618519577,11
1642618520587,7
1642618521596,12
1642618522606,4
1642618523606,15
1642618524607,18
1642618525607,7
1642618526608,15
1642618527618,6
1642618528622,16
1642618529622,13
1642618530623,7
1642618531623,8
1642618532624,16
1642618533626,14
1642618534627,15
1642618535628,6
1642618536628,18
1642618537630,6
1642618538640,8
1642618539650,18
1642618540670,5
1642618541670,16
1642618542670,13
1642618543672,14
1642618544682,4
1642618545682,17
1642618546691,6
1642618547704,17
1642618548717,5
1642618549735,4
1642618550755,10
1642618551775,9
1642618552783,6
1642618553793,7
1642618554801,13
1642618555809,14
1642618556833,17
1642618557852,10
1642618558868,16
1642618559886,6
1642618560901,16
1642618561929,17
1642618562945,8
1642618563981,6
1642618565004,4
1642618566049,5
1642618567126,16
1642618568216,16
1642618569251,10
1642618570294,7
1642618571311,13
1642618572337,6
1642618573351,9
1642618574369,9
1642618575391,12
1642618576408,16
1642618577417,10
1642618578425,14
1642618579441,17
1642618580460,13
1642618581469,6
1642618582490,13
1642618583511,15
1642618584526,4
1642618585547,4
1642618586561,16
1642618587569,5
1642618588578,6
1642618589599,6
1642618590618,10
1642618591638,5
1642618592658,7
1642618593675,17
1642618594685,4
1642618595704,12
1642618596727,13
1642618597748,17
1642618598759,10
1642618599773,7
1642618600788,4
1642618601807,15
1642618602815,18
1642618603829,11
1642618604851,10
1642618605864,6
1642618606878,11
1642618607897,17
1642618608924,12
1642618609937,8
1642618610957,18
1642618611979,10
1642618612996,8
1642618614006,4
1642618615020,14
1642618616039,15
1642618617045,4
1642618618060,17
1642618619069,11
1642618620079,5
1642618621090,12
1642618622103,9
1642618623118,4
1642618624124,9
1642618625131,11
1642618626145,12
1642618627159,7
1642618628181,10
1642618629201,8
1642618630215,18
1642618631225,7
1642618632225,11
1642618633235,4
1642618634236,5
1642618635237,12
1642618636237,13
1642618637247,16
1642618638257,14
1642618639266,18
1642618640276,4
1642618641285,6
1642618642295,16
1642618643304,14
1642618644308,15
1642618645308,13
1642618646309,15
1642618647319,4
1642618648328,7
1642618649331,18
1642618650333,7
1642618651334,9
1642618652335,18
1642618653337,14
1642618654338,17
1642618655339,7
1642618656341,10
1642618657341,11
1642618658342,5
1642618659345,18
1642618660354,11
1642618661364,9
1642618662373,6
1642618663383,7
1642618664385,15
1642618665390,18
1642618666390,13
1642618667399,18
1642618668409,18
1642618669409,12
1642618670410,6
1642618671410,7
1642618672421,12
1642618673441,17
1642618674453,18
1642618675453,9
1642618676453,13
1642618677454,8
1642618678455,12
1642618679456,4
1642618680465,13
1642618681475,13
1642618682484,18
1642618683494,5
1642618684497,11
1642618685500,7
1642618686506,4
1642618687525,5
1642618688535,7
1642618689541,8
1642618690551,8
1642618691556,18
1642618692567,7
1642618693571,11
1642618694575,17
1642618695585,17
1642618696596,10
1642618697605,7
1642618698616,4
1642618699635,13
1642618700653,7
1642618701669,4
1642618702686,14
1642618703694,16
1642618704703,15
1642618705707,17
1642618706723,13
1642618707728,5
1642618708740,16
1642618709754,17
1642618710763,15
1642618711774,4
1642618712787,8
1642618713804,11
1642618714815,6
1642618715823,7
1642618716833,14
1642618717842,13
1642618718843,10
1642618719846,7
1642618720846,8
1642618721849,18
1642618722850,15
1642618723851,15
1642618724855,15
1642618725865,15
1642618726874,6
1642618727883,10
1642618728885,5
1642618729886,4
1642618730886,11
1642618731886,11
1642618732888,7
1642618733891,18
1642618734891,13
1642618735891,10
1642618736891,9
1642618737892,7
1642618738892,4
1642618739902,11
1642618740912,6
1642618741921,8
1642618742930,18
1642618743931,9
1642618744934,4
1642618745936,10
1642618746946,18
1642618747955,14
1642618748957,5
1642618749968,13
1642618750970,17
1642618751980,16
1642618752982,12
1642618753984,14
1642618754993,7
1642618756003,13
1642618757012,18
1642618758022,4
1642618759023,18
1642618760024,16
1642618761027,17
1642618762037,17
1642618763038,13
1642618764040,7
1642618765049,9
1642618766059,10
1642618767068,7
1642618768077,11
1642618769079,10
1642618770088,14
1642618771090,18
1642618772091,11
1642618773093,14
1642618774106,14
1642618775115,10
1642618776124,18
1642618777134,9
1642618778144,16
1642618779144,16
1642618780153,11
1642618781162,7
1642618782172,5
1642618783181,13
1642618784183,11
1642618785188,4
1642618786189,5
1642618787199,9
1642618788209,10
1642618789212,10
1642618790212,9
1642618791214,5
1642618792223,15
1642618793223,9
1642618794224,11
1642618795234,18
1642618796244,6
1642618797248,6
1642618798248,4
1642618799252,12
1642618800254,7
1642618801264,15
1642618802274,17
1642618803283,17
1642618804285,17
1642618805287,8
1642618806298,15
1642618807306,9
1642618808316,18
1642618809332,16
1642618810349,14
1642618811364,14
1642618812381,11
1642618813399,11
1642618814410,4
1642618815429,6
1642618816443,5
1642618817463,17
1642618818471,14
1642618819483,10
1642618820506,6
1642618821519,9
1642618822538,4
1642618823545,11
1642618824561,14
1642618825571,18
1642618826588,4
1642618827605,18
1642618828615,17
1642618829628,4
1642618830645,5
1642618831653,6
1642618832670,6
1642618833683,10
1642618834690,6
1642618835697,14
1642618836706,12
1642618837716,17
1642618838725,8
1642618839727,13
1642618840730,7
1642618841740,5
1642618842755,16
1642618843759,6
1642618844766,4
1642618845779,10
1642618846794,10
1642618847802,11
1642618848813,6
1642618849834,16
1642618850852,18
1642618851866,4
1642618852875,14
1642618853884,12
1642618854904,14
1642618855922,8
1642618856936,5
1642618857943,7
1642618858955,10
1642618859964,10
1642618860986,10
1642618862002,15
1642618863018,8
1642618864028,4
1642618865049,11
1642618866070,5
1642618867078,9
1642618868099,6
1642618869109,12
1642618870131,13
1642618871154,7
1642618872171,12
1642618873180,16
1642618874203,11
1642618875226,9
1642618876247,13
1642618877260,14
1642618878280,18
1642618879299,5
1642618880322,12
1642618881334,16
1642618882343,13
1642618883352,13
1642618884370,11
1642618885385,4
1642618886396,6
1642618887415,4
1642618888426,18
1642618889440,8
1642618890453,9
1642618891461,18
1642618892477,7
1642618893487,18
1642618894500,18
1642618895508,14
1642618896523,15
1642618897542,16
1642618898551,8
